STATION,STATION_NAME,DATE,TMAX,TMIN
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810820,79,53
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810821,79,51
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810822,78,55
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810823,82,49
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810824,80,58
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810825,76,52
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810826,82,54
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810827,86,56
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810828,87,65
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810829,86,66
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810830,80,64
